Image Index,Finding Labels
Pneumothorax_000_000.png,Pneumothorax
Pneumothorax_000_001.png,Pneumothorax
Pneumothorax_000_002.png,Pneumothorax
Pneumothorax_000_003.png,Pneumothorax
Pneumothorax_000_004.png,Pneumothorax
Pneumothorax_000_005.png,Pneumothorax
Pneumothorax_000_006.png,Pneumothorax
Pneumothorax_000_007.png,Pneumothorax
Pneumothorax_000_008.png,Pneumothorax
Pneumothorax_000_009.png,Pneumothorax
Pneumothorax_000_010.png,Pneumothorax
Pneumothorax_000_011.png,Pneumothorax
Pneumothorax_000_012.png,Pneumothorax
Pneumothorax_000_013.png,Pneumothorax
Pneumothorax_000_014.png,Pneumothorax
Pneumothorax_000_015.png,Pneumothorax
Pneumothorax_000_016.png,Pneumothorax
Pneumothorax_000_017.png,Pneumothorax
Pneumothorax_000_018.png,Pneumothorax
Pneumothorax_000_019.png,Pneumothorax
Pneumothorax_000_020.png,Pneumothorax
Pneumothorax_000_021.png,Pneumothorax
Pneumothorax_000_022.png,Pneumothorax
Pneumothorax_000_023.png,Pneumothorax
Pneumothorax_000_024.png,Pneumothorax
Pneumothorax_000_025.png,Pneumothorax
Pneumothorax_000_026.png,Pneumothorax
Pneumothorax_000_027.png,Pneumothorax
Pneumothorax_000_028.png,Pneumothorax
Pneumothorax_000_029.png,Pneumothorax
Pneumothorax_000_030.png,Pneumothorax
Pneumothorax_000_031.png,Pneumothorax
Pneumothorax_000_032.png,Pneumothorax
Pneumothorax_000_033.png,Pneumothorax
Pneumothorax_000_034.png,Pneumothorax
Pneumothorax_000_035.png,Pneumothorax
Pneumothorax_000_036.png,Pneumothorax
Pneumothorax_000_037.png,Pneumothorax
Pneumothorax_000_038.png,Pneumothorax
Pneumothorax_000_039.png,Pneumothorax
Pneumothorax_000_040.png,Pneumothorax
Pneumothorax_000_041.png,Pneumothorax
Pneumothorax_000_042.png,Pneumothorax
Pneumothorax_000_043.png,Pneumothorax
Pneumothorax_000_044.png,Pneumothorax
Pneumothorax_000_045.png,Pneumothorax
Pneumothorax_000_046.png,Pneumothorax
Pneumothorax_000_047.png,Pneumothorax
Pneumothorax_000_048.png,Pneumothorax
Pneumothorax_000_049.png,Pneumothorax
Pneumothorax_001_000.png,Pneumothorax
Pneumothorax_001_001.png,Pneumothorax
Pneumothorax_001_002.png,Pneumothorax
Pneumothorax_001_003.png,Pneumothorax
Pneumothorax_001_004.png,Pneumothorax
Pneumothorax_001_005.png,Pneumothorax
Pneumothorax_001_006.png,Pneumothorax
Pneumothorax_001_007.png,Pneumothorax
Pneumothorax_001_008.png,Pneumothorax
Pneumothorax_001_009.png,Pneumothorax
Pneumothorax_001_010.png,Pneumothorax
Pneumothorax_001_011.png,Pneumothorax
Pneumothorax_001_012.png,Pneumothorax
Pneumothorax_001_013.png,Pneumothorax
Pneumothorax_001_014.png,Pneumothorax
Pneumothorax_001_015.png,Pneumothorax
Pneumothorax_001_016.png,Pneumothorax
Pneumothorax_001_017.png,Pneumothorax
Pneumothorax_001_018.png,Pneumothorax
Pneumothorax_001_019.png,Pneumothorax
Pneumothorax_001_020.png,Pneumothorax
Pneumothorax_001_021.png,Pneumothorax
Pneumothorax_001_022.png,Pneumothorax
Pneumothorax_001_023.png,Pneumothorax
Pneumothorax_001_024.png,Pneumothorax
Pneumothorax_001_025.png,Pneumothorax
Pneumothorax_001_026.png,Pneumothorax
Pneumothorax_001_027.png,Pneumothorax
Pneumothorax_001_028.png,Pneumothorax
Pneumothorax_001_029.png,Pneumothorax
Pneumothorax_001_030.png,Pneumothorax
